19.998088,2.000000
19.998058,2.000000
19.998028,2.000000
20.001748,2.000125
20.005468,2.000250
20.009188,2.000250
20.016656,2.000375
20.020375,2.000500
20.024092,2.000500
20.031558,2.000625
20.035275,2.000625
20.038992,2.000500
20.046455,2.000500
20.053918,2.000625
20.061379,2.000750
20.068839,2.000750
20.076298,2.000750
20.080012,2.000750
20.079982,2.000750
20.079952,2.000750
20.079922,2.000750
20.079892,2.000750
20.079862,2.000750
20.083575,2.000750
20.087289,2.000750
20.087259,2.000750
20.087228,2.000750
20.087198,2.000750
20.090911,2.000875
20.094624,2.001000
20.094594,2.001000
20.094564,2.001000
20.094533,2.001000
20.094503,2.001000
20.098215,2.001000
20.101928,2.001000
20.105639,2.001000
20.109351,2.001000
20.109321,2.001000
20.113032,2.001000
20.116743,2.001000
20.116713,2.001000
20.116682,2.001000
20.120393,2.001000
20.124104,2.001000
20.124073,2.001000
20.124043,2.001000
20.127753,2.001000
20.131463,2.001000
20.131433,2.001000
20.131403,2.001000
20.135113,2.001000
20.142562,2.001000
20.150011,2.001000
20.157458,2.001000
20.161167,2.001000
20.164874,2.001125
20.172319,2.001250
20.176026,2.001250
20.175996,2.001250
20.175965,2.001250
20.179671,2.001250
20.183378,2.001250
20.183347,2.001250
20.187053,2.001250
20.194495,2.001250
20.201936,2.001250
20.209376,2.001250
20.216815,2.001250
20.224253,2.001250
20.231690,2.001375
20.235393,2.001500
20.235363,2.001500
20.235332,2.001500
20.235302,2.001500
20.235271,2.001500
20.235241,2.001500
20.238943,2.001500
20.242644,2.001500
20.242614,2.001500
20.242583,2.001500
20.242553,2.001500
20.242522,2.001500
20.242492,2.001500
20.242461,2.001500
20.242430,2.001500
20.246132,2.001500
20.249833,2.001500
20.249803,2.001500
20.249772,2.001500
20.249742,2.001500
20.253443,2.001500
20.260875,2.001500
20.264576,2.001500
20.264545,2.001500
20.268245,2.001500
20.271945,2.001500
20.271914,2.001500
20.271884,2.001500
20.275583,2.001500
20.283013,2.001500
20.286712,2.001500
20.286681,2.001500
20.290380,2.001500
20.294079,2.001500
20.294048,2.001500
20.297746,2.001625
20.301444,2.001750
20.305141,2.001750
20.308838,2.001750
20.308807,2.001750
20.308776,2.001750
20.308746,2.001750
20.308715,2.001750
20.308684,2.001750
20.312381,2.001750
20.316077,2.001750
20.319774,2.001750
20.327196,2.001750
20.330892,2.001750
20.330862,2.001625
20.330831,2.001500
20.334526,2.001500
20.338222,2.001500
20.338191,2.001500
20.341886,2.001500
20.349307,2.001500
20.353002,2.001500
20.352972,2.001500
20.356666,2.001625
20.360360,2.001750
20.360329,2.001750
